URL,category,Product Title,Price,Images,Video Source,Size,Stone,Metal,Band,Finger Size Info,images_Stone_size,image_metal,image_Finger_Ring_Size,Material,Cut,Clarity,Color,Additional Fatures
https://zenmoissanite.com/collections/heart-engagement-rings/products/the-cora-antique-heart-solitaire-zen-moissanite,heart engagement rings,Randi - Heart,"Rs. 136,800.00","https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25-new-2.jpg, https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25-2.jpg, https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25-3.jpg, https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25-5.jpg, https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25-4.jpg, https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25-new.jpg, https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25Lifestyle-4.jpg, https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25Lifestyle.jpg, https://zenmoissanite.com/cdn/shop/products/7.5mm_2cte_AntiqueHeart4-prongCora_1.6mmplainband_-18kYG-Size5.25Lifestyle-3.jpg, https://zenmoissanite.com/cdn/shop/products/00922c2f761845d7b1126782b5c6fdd0.thumbnail.0000000000_610x.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/00922c2f761845d7b1126782b5c6fdd0/00922c2f761845d7b1126782b5c6fdd0.HD-1080p-7.2Mbps-10881129.mp4?v=0,,"['MOISSANITE', 'LAB-DIAMOND']","14k rose gold, 14k yellow gold,  14k white gold,  18k rose gold, 18k yellow gold, 18k white gold, platinum","THIN, STANDARD, WIDE, CUSTOM",", 3.25, 3.5, 3.75, 4, 4.25, 4.5, 4.75, 5, 5.25, 5.5, 5.75, 6, 6.25, 6.5, 6.75, 7, 7.25, 7.5, 7.75, 8, 8.25, 8.50, 8.75, 9, 9.25, 9.5, 9.75, 10, 10.25, 10.5, 10.75, 11, 11.25, 11.5, 11.75, 12, 12.25, 12.5, 12.75, 12.75+ Contact our team for additional sizes",9x8.25mm (custom size),18k yellow gold,Shown on a size 4.75 finger,Metal of choice + Moissanite from Zen Moissanite,Heart (antique cut),VVS1-VVS2,Colorless (DEF),
